id,title,Pinterest board,description,link,media URL,availability,condition,price,sale_price,brand,google_product_category,additional_image_link,age_group,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,product_type,item_group_id,gender
276,28 Inch Checked Luggage Collection - Scratch Resistant (ABS + PC) Hardside Suitcase - Designer Lightweight Bag with 8-Rolling Spinner Wheels (Diamond),Best Pc Products,"Explore 28 Inch Checked Luggage Collection - Scratch Resistant (ABS + PC) Hardside Suitcase - Designer Lightweight Bag with 8-Rolling Spinner Wheels (Diamond) in the pc category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/pc/page1.html,https://m.media-amazon.com/images/I/812kDfXf1OL._AC_UL320_.jpg,in stock,new,169.99 USD,169.99 USD,TechPickHub,Electronics > Computers,https://m.media-amazon.com/images/I/812kDfXf1OL._AC_UL320_.jpg,adult,pc,best-seller,amazon-products,techpickhub,shopping,pc,276,unisex
277,"Mannikesi 3pcs Clear Luggage Covers Suitcase PVC Cover For Luggage, Waterproof Large Clear Transparent Cover for Luggage Protector Wheeled Suitcase, Dustproof Anti-Scratch, Sizes 20inch 24inch 28inch",Best Pc Products,"Explore Mannikesi 3pcs Clear Luggage Covers Suitcase PVC Cover For Luggage, Waterproof Large Clear Transparent Cover for Luggage Protector Wheeled Suitcase, Dustproof Anti-Scratch, Sizes 20inch 24inch 28inch in the pc category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/pc/page1.html,https://m.media-amazon.com/images/I/71a0U4OOGpL._AC_UL320_.jpg,in stock,new,27.99 USD,27.99 USD,TechPickHub,Electronics > Computers,https://m.media-amazon.com/images/I/71a0U4OOGpL._AC_UL320_.jpg,adult,pc,best-seller,amazon-products,techpickhub,shopping,pc,277,unisex
278,"Summer Spots 26"" Softside Checked 8 Wheel Lightweight, Red",Best Other Products,"Explore Summer Spots 26"" Softside Checked 8 Wheel Lightweight, Red in the other category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/other/page1.html,https://m.media-amazon.com/images/I/71rzROZK3FL._AC_UL320_.jpg,in stock,new,68.08 USD,68.08 USD,TechPickHub,Electronics,https://m.media-amazon.com/images/I/71rzROZK3FL._AC_UL320_.jpg,adult,other,best-seller,amazon-products,techpickhub,shopping,other,278,unisex
279,Bellagio 2.0 Spinner Trunk - 30 Inch - Luxury Bags for Women and Men - TSA Approved Luggage - Olive,Best Luggage Products,"Explore Bellagio 2.0 Spinner Trunk - 30 Inch - Luxury Bags for Women and Men - TSA Approved Luggage - Olive in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/71qSpb41dtL._AC_UL320_.jpg,in stock,new,785.0 USD,785.0 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/71qSpb41dtL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,279,unisex
280,3 Pcs Luggage Cover Suitcase Protector Travel Suitcase Cover Anti Scratch Luggage Protector Washable Fits 18-28 Inch Luggage (Black),Best Pc Products,"Explore 3 Pcs Luggage Cover Suitcase Protector Travel Suitcase Cover Anti Scratch Luggage Protector Washable Fits 18-28 Inch Luggage (Black) in the pc category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/pc/page1.html,https://m.media-amazon.com/images/I/61EreLPY1IL._AC_UL320_.jpg,in stock,new,23.98 USD,23.98 USD,TechPickHub,Electronics > Computers,https://m.media-amazon.com/images/I/61EreLPY1IL._AC_UL320_.jpg,adult,pc,best-seller,amazon-products,techpickhub,shopping,pc,280,unisex
281,Designer Luggage Collection - Expandable 28 Inch Softside Bag - Durable Large Ultra Lightweight Checked Suitcase with 8-Rolling Spinner Wheels (Royal Blue),Best Luggage Products,"Explore Designer Luggage Collection - Expandable 28 Inch Softside Bag - Durable Large Ultra Lightweight Checked Suitcase with 8-Rolling Spinner Wheels (Royal Blue) in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/817921II2zL._AC_UL320_.jpg,in stock,new,159.99 USD,159.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/817921II2zL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,281,unisex
282,"Eco Tough 26"" Hardside Checked 8 Wheel Expandable Spinner, Honey Gold",Best Other Products,"Explore Eco Tough 26"" Hardside Checked 8 Wheel Expandable Spinner, Honey Gold in the other category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/other/page1.html,https://m.media-amazon.com/images/I/61X52QPa1iL._AC_UL320_.jpg,in stock,new,82.79 USD,82.79 USD,TechPickHub,Electronics,https://m.media-amazon.com/images/I/61X52QPa1iL._AC_UL320_.jpg,adult,other,best-seller,amazon-products,techpickhub,shopping,other,282,unisex
283,"Multihole Suitcase Wheel,A Pair A88 Black Luggage Multihole Wheel Universal Suitcase Replacement Outdoor Supplies",Best Luggage Products,"Explore Multihole Suitcase Wheel,A Pair A88 Black Luggage Multihole Wheel Universal Suitcase Replacement Outdoor Supplies in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/51zWy-BpCAL._AC_UL320_.jpg,in stock,new,18.99 USD,18.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/51zWy-BpCAL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,283,unisex
284,"Suitcase Spinner Wheels Checked Luggage Hardshell Lightweight Rolling Suitcases PC with Cover & TSA Lock for Business Travel, 26inch, Rock Gray",Best Pc Products,"Explore Suitcase Spinner Wheels Checked Luggage Hardshell Lightweight Rolling Suitcases PC with Cover & TSA Lock for Business Travel, 26inch, Rock Gray in the pc category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/pc/page1.html,https://m.media-amazon.com/images/I/51-7D+J2OSL._AC_UL320_.jpg,in stock,new,189.99 USD,189.99 USD,TechPickHub,Electronics > Computers,https://m.media-amazon.com/images/I/51-7D+J2OSL._AC_UL320_.jpg,adult,pc,best-seller,amazon-products,techpickhub,shopping,pc,284,unisex
285,"Star Wars Darth Vader 30 Inch Rolling Luggage, Embossed Hardshell Carry On Suitcase with Wheels, Black",Best Luggage Products,"Explore Star Wars Darth Vader 30 Inch Rolling Luggage, Embossed Hardshell Carry On Suitcase with Wheels, Black in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/71OiF5-mVML._AC_UL320_.jpg,in stock,new,179.99 USD,179.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/71OiF5-mVML._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,285,unisex
286,GIVIMO 3 Pieces Clear Luggage Cover 20/24/28 inch Set PVC Luggage Protector Suitcase Cover Waterproof Transparent Cover for Luggage Tsa Approved,Best Luggage Products,"Explore GIVIMO 3 Pieces Clear Luggage Cover 20/24/28 inch Set PVC Luggage Protector Suitcase Cover Waterproof Transparent Cover for Luggage Tsa Approved in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/712i8JGLa-L._AC_UL320_.jpg,in stock,new,21.99 USD,21.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/712i8JGLa-L._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,286,unisex
287,"Straight to Heart Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 24-Inch, Gray Green",Best Luggage Products,"Explore Straight to Heart Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 24-Inch, Gray Green in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/61FojwfvUmL._AC_UL320_.jpg,in stock,new,369.99 USD,369.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/61FojwfvUmL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,287,unisex
288,Fitness 45L Duffel,Best Other Products,"Explore Fitness 45L Duffel in the other category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/other/page1.html,https://m.media-amazon.com/images/I/71eU8CZjm-L._AC_UL320_.jpg,in stock,new,148.92 USD,148.92 USD,TechPickHub,Electronics,https://m.media-amazon.com/images/I/71eU8CZjm-L._AC_UL320_.jpg,adult,other,best-seller,amazon-products,techpickhub,shopping,other,288,unisex
289,"Aluminum Frame Hardside Luggage, Checked-large Suitcase with TSA Lock + Double-wheeled Spinners, Stand with hook, 29 inch, White Carbon, 5122-67-WHCB",Best Luggage Products,"Explore Aluminum Frame Hardside Luggage, Checked-large Suitcase with TSA Lock + Double-wheeled Spinners, Stand with hook, 29 inch, White Carbon, 5122-67-WHCB in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/61kkZUIDwQL._AC_UL320_.jpg,in stock,new,249.0 USD,249.0 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/61kkZUIDwQL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,289,unisex
290,"Luggage 24"" Expandable Design Pattern Suitcase With Spinner Wheels For Woman (24in, Totally Paw Some)",Best Luggage Products,"Explore Luggage 24"" Expandable Design Pattern Suitcase With Spinner Wheels For Woman (24in, Totally Paw Some) in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/91GiVqyixKL._AC_UL320_.jpg,in stock,new,149.99 USD,149.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/91GiVqyixKL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,290,unisex
291,X-Bag Large Spinner with Frame - 25 Inch - Suitcases with Wheels - Checked Luggage - Olive,Best Luggage Products,"Explore X-Bag Large Spinner with Frame - 25 Inch - Suitcases with Wheels - Checked Luggage - Olive in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/41kGYwDhMYL._AC_UL320_.jpg,in stock,new,320.0 USD,320.0 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/41kGYwDhMYL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,291,unisex
292,"MININOVA Travel Luggage Cover Suitcase Protector Fits 27-30 Inch Luggage, Journey L, MVLC0103",Best Luggage Products,"Explore MININOVA Travel Luggage Cover Suitcase Protector Fits 27-30 Inch Luggage, Journey L, MVLC0103 in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/61Y9jUMNaZL._AC_UL320_.jpg,in stock,new,14.99 USD,14.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/61Y9jUMNaZL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,292,unisex
293,"Christine Hardside Expandable Luggage with Spinner Wheels, White with Teal Trim, Checked-Medium 24 Inch",Best Luggage Products,"Explore Christine Hardside Expandable Luggage with Spinner Wheels, White with Teal Trim, Checked-Medium 24 Inch in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/61FZZB9y3TL._AC_UL320_.jpg,in stock,new,149.99 USD,149.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/61FZZB9y3TL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,293,unisex
294,"Luggage Suitcase with Spinner Wheels, 24'' Checked Travel Luggage Aluminum Frame PC Hardside with TSA Lock & Cover-Blackish Green",Best Pc Products,"Explore Luggage Suitcase with Spinner Wheels, 24'' Checked Travel Luggage Aluminum Frame PC Hardside with TSA Lock & Cover-Blackish Green in the pc category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/pc/page1.html,https://m.media-amazon.com/images/I/51AwXr2Nv3L._AC_UL320_.jpg,in stock,new,199.99 USD,199.99 USD,TechPickHub,Electronics > Computers,https://m.media-amazon.com/images/I/51AwXr2Nv3L._AC_UL320_.jpg,adult,pc,best-seller,amazon-products,techpickhub,shopping,pc,294,unisex
295,"BALANCE Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 24-Inch, Blue",Best Luggage Products,"Explore BALANCE Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 24-Inch, Blue in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/51Y4KwjpdmS._AC_UL320_.jpg,in stock,new,329.99 USD,329.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/51Y4KwjpdmS._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,295,unisex
296,"Lineate DLX Softside Expandable Luggage with Spinner Wheels, Merlot",Best Luggage Products,"Explore Lineate DLX Softside Expandable Luggage with Spinner Wheels, Merlot in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/81t7Cz0oo-L._AC_UL320_.jpg,in stock,new,241.4 USD,241.4 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/81t7Cz0oo-L._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,296,unisex
297,"Spinner 75, Red (Crimson Red), cm-102 L",Best Other Products,"Explore Spinner 75, Red (Crimson Red), cm-102 L in the other category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/other/page1.html,https://m.media-amazon.com/images/I/81GJPTWcipL._AC_UL320_.jpg,in stock,new,292.24 USD,292.24 USD,TechPickHub,Electronics,https://m.media-amazon.com/images/I/81GJPTWcipL._AC_UL320_.jpg,adult,other,best-seller,amazon-products,techpickhub,shopping,other,297,unisex
298,"Luggage Suitcase, 24 Inch Checked Luggage Hard Shell Suitcases with wheels Large Suitcase TSA Luggage Lightweight PC Hardside Spinner Luggage for Women Men(Grey)",Best Pc Products,"Explore Luggage Suitcase, 24 Inch Checked Luggage Hard Shell Suitcases with wheels Large Suitcase TSA Luggage Lightweight PC Hardside Spinner Luggage for Women Men(Grey) in the pc category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/pc/page1.html,https://m.media-amazon.com/images/I/61TL4ky9pNL._AC_UL320_.jpg,in stock,new,159.99 USD,159.99 USD,TechPickHub,Electronics > Computers,https://m.media-amazon.com/images/I/61TL4ky9pNL._AC_UL320_.jpg,adult,pc,best-seller,amazon-products,techpickhub,shopping,pc,298,unisex
299,"Lykke 28"" Softside Checked 8 Wheel Spinner, Black",Best Other Products,"Explore Lykke 28"" Softside Checked 8 Wheel Spinner, Black in the other category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/other/page1.html,https://m.media-amazon.com/images/I/71LQDYqfOvL._AC_UL320_.jpg,in stock,new,109.99 USD,109.99 USD,TechPickHub,Electronics,https://m.media-amazon.com/images/I/71LQDYqfOvL._AC_UL320_.jpg,adult,other,best-seller,amazon-products,techpickhub,shopping,other,299,unisex
300,Carry On Luggage with Spinner Wheels 20in Lightweight Suitcase Built in TSA Aluminum Frame PC Hardside Rolling Suitcases Travel Case (Titanium Gold),Best Pc Products,"Explore Carry On Luggage with Spinner Wheels 20in Lightweight Suitcase Built in TSA Aluminum Frame PC Hardside Rolling Suitcases Travel Case (Titanium Gold) in the pc category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/pc/page1.html,https://m.media-amazon.com/images/I/612k3GLgwYL._AC_UL320_.jpg,in stock,new,129.99 USD,129.99 USD,TechPickHub,Electronics > Computers,https://m.media-amazon.com/images/I/612k3GLgwYL._AC_UL320_.jpg,adult,pc,best-seller,amazon-products,techpickhub,shopping,pc,300,unisex
301,"Thickened Luggage Cover ，Washable Travel Gear Cover，18/24/28/32 Inch Suitcase Spandex Protective Cover (L(25""-28"" luggage), Starry Night)",Best Luggage Products,"Explore Thickened Luggage Cover ，Washable Travel Gear Cover，18/24/28/32 Inch Suitcase Spandex Protective Cover (L(25""-28"" luggage), Starry Night) in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/716CeDC0WWL._AC_UL320_.jpg,in stock,new,19.88 USD,19.88 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/716CeDC0WWL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,301,unisex
302,Luggage Protector Covers Suitcase Cover Protector PVC Luggage Case Luggage Covers (28''(25.19''H x 19.68''L x 11.41''W)),Best Luggage Products,"Explore Luggage Protector Covers Suitcase Cover Protector PVC Luggage Case Luggage Covers (28''(25.19''H x 19.68''L x 11.41''W)) in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/51bv5VKfaRS._AC_UL320_.jpg,in stock,new,17.99 USD,17.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/51bv5VKfaRS._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,302,unisex
303,"Designer Luggage - Checked Large 28 Inch Softside Suitcase - Expandable for Extra Packing Capacity - Lightweight Bag with Rolling Spinner Wheels (Noble Black/Grey, 28in)",Best Luggage Products,"Explore Designer Luggage - Checked Large 28 Inch Softside Suitcase - Expandable for Extra Packing Capacity - Lightweight Bag with Rolling Spinner Wheels (Noble Black/Grey, 28in) in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/61D-NXLAXuL._AC_UL320_.jpg,in stock,new,149.99 USD,149.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/61D-NXLAXuL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,303,unisex
304,"Luggage 3 Piece Set Suitcase Lightweight Hardside Removable-Spinner Wheels with TSA Lock(20',24',28')_Black, 828",Best Luggage Products,"Explore Luggage 3 Piece Set Suitcase Lightweight Hardside Removable-Spinner Wheels with TSA Lock(20',24',28')_Black, 828 in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/71a4NwDvJuL._AC_UL320_.jpg,in stock,new,87.99 USD,87.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/71a4NwDvJuL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,304,unisex
305,Luggage Cover Clear PVC Suitcase Covers Luggage Cover Protectors for Wheeled Suitcase (20/24/28 inch),Best Luggage Products,"Explore Luggage Cover Clear PVC Suitcase Covers Luggage Cover Protectors for Wheeled Suitcase (20/24/28 inch) in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/61EJPiHrwdL._AC_UL320_.jpg,in stock,new,28.99 USD,28.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/61EJPiHrwdL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,305,unisex
306,"3 Pcs Red Lips Travel Luggage Cover Anti Scratch Dirt Washable Suitcase Protector Elastic Luggage Sleeve with Zipper, Fits 18-28 Inches",Best Pc Products,"Explore 3 Pcs Red Lips Travel Luggage Cover Anti Scratch Dirt Washable Suitcase Protector Elastic Luggage Sleeve with Zipper, Fits 18-28 Inches in the pc category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/pc/page1.html,https://m.media-amazon.com/images/I/71FudW7mhGL._AC_UL320_.jpg,in stock,new,28.99 USD,28.99 USD,TechPickHub,Electronics > Computers,https://m.media-amazon.com/images/I/71FudW7mhGL._AC_UL320_.jpg,adult,pc,best-seller,amazon-products,techpickhub,shopping,pc,306,unisex
307,"Legion 32"" Hardside Checked 8 Wheel Expandable Spinner, Oxford Tan",Best Other Products,"Explore Legion 32"" Hardside Checked 8 Wheel Expandable Spinner, Oxford Tan in the other category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/other/page1.html,https://m.media-amazon.com/images/I/81jhOlaxN-L._AC_UL320_.jpg,in stock,new,159.97 USD,159.97 USD,TechPickHub,Electronics,https://m.media-amazon.com/images/I/81jhOlaxN-L._AC_UL320_.jpg,adult,other,best-seller,amazon-products,techpickhub,shopping,other,307,unisex
308,Bellagio 2.0 Spinner Trunk - 32 Inch - Luxury Bags for Women and Men - TSA Approved Luggage - Cream,Best Luggage Products,"Explore Bellagio 2.0 Spinner Trunk - 32 Inch - Luxury Bags for Women and Men - TSA Approved Luggage - Cream in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/612tFchE-RL._AC_UL320_.jpg,in stock,new,830.0 USD,830.0 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/612tFchE-RL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,308,unisex
309,"Capri 2.0 30""-Inch Spinner - Expandable Luxury Carry On Luggage With Spinner Wheels - Lightweight Carry On Suitcases with Wheels Made From Durable Polycarbonate - Silver",Best Luggage Products,"Explore Capri 2.0 30""-Inch Spinner - Expandable Luxury Carry On Luggage With Spinner Wheels - Lightweight Carry On Suitcases with Wheels Made From Durable Polycarbonate - Silver in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page2.html,https://m.media-amazon.com/images/I/81BxRXAwNyL._AC_UL320_.jpg,in stock,new,530.0 USD,530.0 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/81BxRXAwNyL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,309,unisex
310,Video Game Weapon Controller Black White Travel Luggage Cover Baggage Suitcase Protector Fits 18-32 Inch with Zipper Dustproof Washable Elastic for Teen Boys Girls Men Women,Best Luggage Products,"Explore Video Game Weapon Controller Black White Travel Luggage Cover Baggage Suitcase Protector Fits 18-32 Inch with Zipper Dustproof Washable Elastic for Teen Boys Girls Men Women in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page3.html,https://m.media-amazon.com/images/I/617GMOmrH7L._AC_UL320_.jpg,in stock,new,27.99 USD,27.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/617GMOmrH7L._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,310,unisex
311,"Momentous 30"" Hardside Checked 8 Wheel Expandable Spinner, German Red",Best Other Products,"Explore Momentous 30"" Hardside Checked 8 Wheel Expandable Spinner, German Red in the other category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/other/page1.html,https://m.media-amazon.com/images/I/61dsFBFMaQL._AC_UL320_.jpg,in stock,new,149.57 USD,149.57 USD,TechPickHub,Electronics,https://m.media-amazon.com/images/I/61dsFBFMaQL._AC_UL320_.jpg,adult,other,best-seller,amazon-products,techpickhub,shopping,other,311,unisex
312,"CORE Aluminum Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 26-Inch, Silver",Best Luggage Products,"Explore CORE Aluminum Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 26-Inch, Silver in the luggage category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/luggage/page3.html,https://m.media-amazon.com/images/I/61QIQy1v8bL._AC_UL320_.jpg,in stock,new,799.99 USD,799.99 USD,TechPickHub,Apparel & Accessories > Luggage & Bags,https://m.media-amazon.com/images/I/61QIQy1v8bL._AC_UL320_.jpg,adult,luggage,best-seller,amazon-products,techpickhub,shopping,luggage,312,unisex
313,"Intrepid 27"" Softside Checked 8 Wheel Expandable Spinner with TSA Lock, Dark Red",Best Other Products,"Explore Intrepid 27"" Softside Checked 8 Wheel Expandable Spinner with TSA Lock, Dark Red in the other category on TechPickHub. Discover trending Amazon.com products, shopping deals, buyer favorites and top-rated ecommerce products.",https://aamirsidque.github.io/TechPickHub/other/page1.html,https://m.media-amazon.com/images/I/712h0Hgf3DL._AC_UL320_.jpg,in stock,new,107.46 USD,107.46 USD,TechPickHub,Electronics,https://m.media-amazon.com/images/I/712h0Hgf3DL._AC_UL320_.jpg,adult,other,best-seller,amazon-products,techpickhub,shopping,other,313,unisex
